trader_name,phone_numbers,stock_symbol,stock_name,exchange,market_cap,trans_date,trans_type,price_usd
Bendix Harburtson,493-477-3569*504-391-1588,MFG,"Mizuho Financial Group, Inc.",NYSE,$45.79B,4/29/2019,SELL,3.78
Serena Jaze,595-709-0217*219-804-7941,SLNOW,"Soleno Therapeutics, Inc.",NASDAQ,,4/22/2019,SELL,0.18
Serena Jaze,595-709-0217*219-804-7941,SLNOW,"Soleno Therapeutics, Inc.",NASDAQ,,4/23/2019,SELL,0.174
Serena Jaze,595-709-0217*219-804-7941,SLNOW,"Soleno Therapeutics, Inc.",NASDAQ,,4/24/2019,SELL,0.174
Serena Jaze,595-709-0217*219-804-7941,SLNOW,"Soleno Therapeutics, Inc.",NASDAQ,,4/25/2019,SELL,0.174
Serena Jaze,595-709-0217*219-804-7941,SLNOW,"Soleno Therapeutics, Inc.",NASDAQ,,4/26/2019,BUY,0.12
Lanny Berntssen,538-693-5271,WEN,Wendy's Company (The),NASDAQ,$3.74B,6/21/2019,BUY,23.244
Lanny Berntssen,538-693-5271,WEN,Wendy's Company (The),NASDAQ,$3.74B,6/24/2019,SELL,22.98
Salome Sanz,876-582-5818*761-749-6339,ROSE,Rosehill Resources Inc.,NASDAQ,$323.56M,4/2/2019,SELL,4.116
Salome Sanz,876-582-5818*761-749-6339,ROSE,Rosehill Resources Inc.,NASDAQ,$323.56M,4/3/2019,SELL,3.816
Salome Sanz,876-582-5818*761-749-6339,ROSE,Rosehill Resources Inc.,NASDAQ,$323.56M,4/4/2019,SELL,3.828
Salome Sanz,876-582-5818*761-749-6339,ROSE,Rosehill Resources Inc.,NASDAQ,$323.56M,4/5/2019,BUY,3.72
Salome Sanz,876-582-5818*761-749-6339,ROSE,Rosehill Resources Inc.,NASDAQ,$323.56M,4/8/2019,BUY,3.9
Salome Sanz,876-582-5818*761-749-6339,ROSE,Rosehill Resources Inc.,NASDAQ,$323.56M,4/9/2019,BUY,4.572
Salome Sanz,876-582-5818*761-749-6339,ROSE,Rosehill Resources Inc.,NASDAQ,$323.56M,4/10/2019,BUY,4.536
Salome Sanz,876-582-5818*761-749-6339,ROSE,Rosehill Resources Inc.,NASDAQ,$323.56M,4/11/2019,SELL,4.296
Tana Venney,331-727-0139*818-826-5959,OPTT,"Ocean Power Technologies, Inc.",NASDAQ,$16.82M,5/14/2019,BUY,3.132
Tana Venney,331-727-0139*818-826-5959,OPTT,"Ocean Power Technologies, Inc.",NASDAQ,$16.82M,5/15/2019,BUY,3.288
Tana Venney,331-727-0139*818-826-5959,OPTT,"Ocean Power Technologies, Inc.",NASDAQ,$16.82M,5/16/2019,SELL,3
Tana Venney,331-727-0139*818-826-5959,OPTT,"Ocean Power Technologies, Inc.",NASDAQ,$16.82M,5/17/2019,SELL,2.952
Flin Lampaert,675-967-0800*752-700-2970,AROC,"Archrock, Inc.",NYSE,$763.03M,3/19/2019,SELL,12.036
Flin Lampaert,675-967-0800*752-700-2970,AROC,"Archrock, Inc.",NYSE,$763.03M,3/20/2019,BUY,12.3
Flin Lampaert,675-967-0800*752-700-2970,AROC,"Archrock, Inc.",NYSE,$763.03M,3/21/2019,SELL,12.3
Flin Lampaert,675-967-0800*752-700-2970,AROC,"Archrock, Inc.",NYSE,$763.03M,3/22/2019,BUY,11.328
Cirstoforo Bevans,391-363-1032*533-691-9707,LVHD,Legg Mason Low Volatility High Dividend ETF,NASDAQ,,6/24/2019,SELL,38.832
Cirstoforo Bevans,391-363-1032*533-691-9707,LVHD,Legg Mason Low Volatility High Dividend ETF,NASDAQ,,6/25/2019,SELL,38.604
Cirstoforo Bevans,391-363-1032*533-691-9707,LVHD,Legg Mason Low Volatility High Dividend ETF,NASDAQ,,6/26/2019,SELL,38.136
Ethelbert Kniveton,333-767-7798*990-248-9873,NVDA,NVIDIA Corporation,NASDAQ,$90.21B,3/14/2019,SELL,198.672
Ethelbert Kniveton,333-767-7798*990-248-9873,NVDA,NVIDIA Corporation,NASDAQ,$90.21B,3/15/2019,SELL,203.772
Ethelbert Kniveton,333-767-7798*990-248-9873,NVDA,NVIDIA Corporation,NASDAQ,$90.21B,3/18/2019,BUY,202.74
Ethelbert Kniveton,333-767-7798*990-248-9873,NVDA,NVIDIA Corporation,NASDAQ,$90.21B,3/19/2019,BUY,210.852
Ethelbert Kniveton,333-767-7798*990-248-9873,NVDA,NVIDIA Corporation,NASDAQ,$90.21B,3/20/2019,SELL,209.28
Elfrieda Spencer,713-935-3603*349-699-3341,SIRI,Sirius XM Holdings Inc.,NASDAQ,$24.14B,3/20/2019,BUY,7.224
Elfrieda Spencer,713-935-3603*349-699-3341,SIRI,Sirius XM Holdings Inc.,NASDAQ,$24.14B,3/21/2019,SELL,7.176
Elfrieda Spencer,713-935-3603*349-699-3341,SIRI,Sirius XM Holdings Inc.,NASDAQ,$24.14B,3/22/2019,SELL,6.912
Elfrieda Spencer,713-935-3603*349-699-3341,SIRI,Sirius XM Holdings Inc.,NASDAQ,$24.14B,3/25/2019,SELL,6.9
Elfrieda Spencer,713-935-3603*349-699-3341,SIRI,Sirius XM Holdings Inc.,NASDAQ,$24.14B,3/26/2019,SELL,6.84
Elfrieda Spencer,713-935-3603*349-699-3341,SIRI,Sirius XM Holdings Inc.,NASDAQ,$24.14B,3/27/2019,SELL,6.792
Elfrieda Spencer,713-935-3603*349-699-3341,SIRI,Sirius XM Holdings Inc.,NASDAQ,$24.14B,3/28/2019,SELL,6.828
Elfrieda Spencer,713-935-3603*349-699-3341,SIRI,Sirius XM Holdings Inc.,NASDAQ,$24.14B,3/29/2019,BUY,6.804
Joscelin Keming,578-183-3622*596-658-8696,FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,$462.71M,6/18/2019,BUY,40.896
Joscelin Keming,578-183-3622*596-658-8696,FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,$462.71M,6/19/2019,SELL,40.836
Joscelin Keming,578-183-3622*596-658-8696,FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,$462.71M,6/20/2019,BUY,41.22
Joscelin Keming,578-183-3622*596-658-8696,FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,$462.71M,6/21/2019,BUY,41.112
Joscelin Keming,578-183-3622*596-658-8696,FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,$462.71M,6/24/2019,SELL,40.128
Joscelin Keming,578-183-3622*596-658-8696,FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,$462.71M,6/25/2019,BUY,40.704
Joscelin Keming,578-183-3622*596-658-8696,FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,$462.71M,6/26/2019,SELL,40.476
Joscelin Keming,578-183-3622*596-658-8696,FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,$462.71M,6/27/2019,BUY,41.316
Joscelin Keming,578-183-3622*596-658-8696,FMBH,"First Mid-Illinois Bancshares, Inc.",NASDAQ,$462.71M,6/28/2019,BUY,41.904
Idalia Leibold,127-200-3897,MGA,"Magna International, Inc.",NYSE,$16.53B,1/7/2019,BUY,55.764
Idalia Leibold,127-200-3897,MGA,"Magna International, Inc.",NYSE,$16.53B,1/8/2019,BUY,57.168
Idalia Leibold,127-200-3897,MGA,"Magna International, Inc.",NYSE,$16.53B,1/9/2019,SELL,58.824
Idalia Leibold,127-200-3897,MGA,"Magna International, Inc.",NYSE,$16.53B,1/10/2019,SELL,60.06
Idalia Leibold,127-200-3897,MGA,"Magna International, Inc.",NYSE,$16.53B,1/11/2019,SELL,60.288
Somerset Jeckells,503-535-9558*479-388-1458,DRH,Diamondrock Hospitality Company,NYSE,$2.32B,3/11/2019,SELL,12.888
Somerset Jeckells,503-535-9558*479-388-1458,DRH,Diamondrock Hospitality Company,NYSE,$2.32B,3/12/2019,SELL,12.792
Somerset Jeckells,503-535-9558*479-388-1458,DRH,Diamondrock Hospitality Company,NYSE,$2.32B,3/13/2019,SELL,12.888
Somerset Jeckells,503-535-9558*479-388-1458,DRH,Diamondrock Hospitality Company,NYSE,$2.32B,3/14/2019,BUY,12.804
Somerset Jeckells,503-535-9558*479-388-1458,DRH,Diamondrock Hospitality Company,NYSE,$2.32B,3/15/2019,BUY,12.804
Aloysius Pedrollo,201-806-5253*597-700-0291,VPG,"Vishay Precision Group, Inc.",NYSE,$229.33M,6/19/2019,SELL,46.392
Aloysius Pedrollo,201-806-5253*597-700-0291,VPG,"Vishay Precision Group, Inc.",NYSE,$229.33M,6/20/2019,BUY,47.016
Aloysius Pedrollo,201-806-5253*597-700-0291,VPG,"Vishay Precision Group, Inc.",NYSE,$229.33M,6/21/2019,BUY,46.548
Aloysius Pedrollo,201-806-5253*597-700-0291,VPG,"Vishay Precision Group, Inc.",NYSE,$229.33M,6/24/2019,SELL,46.668
Antoine de Keep,952-381-2379*333-149-9634,BWXT,"BWX Technologies, Inc.",NYSE,$4.72B,6/5/2019,BUY,57.576
Antoine de Keep,952-381-2379*333-149-9634,BWXT,"BWX Technologies, Inc.",NYSE,$4.72B,6/6/2019,BUY,57.996
Antoine de Keep,952-381-2379*333-149-9634,BWXT,"BWX Technologies, Inc.",NYSE,$4.72B,6/7/2019,SELL,58.128
Antoine de Keep,952-381-2379*333-149-9634,BWXT,"BWX Technologies, Inc.",NYSE,$4.72B,6/10/2019,BUY,58.56
Antoine de Keep,952-381-2379*333-149-9634,BWXT,"BWX Technologies, Inc.",NYSE,$4.72B,6/11/2019,BUY,58.908
Antoine de Keep,952-381-2379*333-149-9634,BWXT,"BWX Technologies, Inc.",NYSE,$4.72B,6/12/2019,SELL,58.86
Antoine de Keep,952-381-2379*333-149-9634,BWXT,"BWX Technologies, Inc.",NYSE,$4.72B,6/13/2019,SELL,60.06
Antoine de Keep,952-381-2379*333-149-9634,BWXT,"BWX Technologies, Inc.",NYSE,$4.72B,6/14/2019,SELL,59.952
Boyd Isaak,803-407-1811*692-866-3013,TDG,Transdigm Group Incorporated,NYSE,$14.06B,3/18/2019,BUY,538.884
Boyd Isaak,803-407-1811*692-866-3013,TDG,Transdigm Group Incorporated,NYSE,$14.06B,3/19/2019,SELL,538.56
Sharon Doogue,195-295-8544,AGX,"Argan, Inc.",NYSE,$947.48M,6/24/2019,SELL,47.46
Sharon Doogue,195-295-8544,AGX,"Argan, Inc.",NYSE,$947.48M,6/25/2019,BUY,46.428
Sharon Doogue,195-295-8544,AGX,"Argan, Inc.",NYSE,$947.48M,6/26/2019,BUY,46.08
Sharon Doogue,195-295-8544,AGX,"Argan, Inc.",NYSE,$947.48M,6/27/2019,BUY,46.908
Sharon Doogue,195-295-8544,AGX,"Argan, Inc.",NYSE,$947.48M,6/28/2019,BUY,48.672
Imogen Jensen,748-147-7848*720-147-9847,LYB,LyondellBasell Industries NV,NYSE,$32.58B,2/25/2019,BUY,106.308
Imogen Jensen,748-147-7848*720-147-9847,LYB,LyondellBasell Industries NV,NYSE,$32.58B,2/26/2019,SELL,104.232
Imogen Jensen,748-147-7848*720-147-9847,LYB,LyondellBasell Industries NV,NYSE,$32.58B,2/27/2019,SELL,104.028
Imogen Jensen,748-147-7848*720-147-9847,LYB,LyondellBasell Industries NV,NYSE,$32.58B,2/28/2019,SELL,102.624
Imogen Jensen,748-147-7848*720-147-9847,LYB,LyondellBasell Industries NV,NYSE,$32.58B,3/1/2019,SELL,102.06
Imogen Jensen,748-147-7848*720-147-9847,LYB,LyondellBasell Industries NV,NYSE,$32.58B,3/4/2019,BUY,102.12
Salvidor Galloway,249-242-5317,UFPI,"Universal Forest Products, Inc.",NASDAQ,$1.83B,7/8/2019,SELL,44.832
Salvidor Galloway,249-242-5317,UFPI,"Universal Forest Products, Inc.",NASDAQ,$1.83B,7/9/2019,SELL,44.124
Salvidor Galloway,249-242-5317,UFPI,"Universal Forest Products, Inc.",NASDAQ,$1.83B,7/10/2019,SELL,44.448
Salvidor Galloway,249-242-5317,UFPI,"Universal Forest Products, Inc.",NASDAQ,$1.83B,7/11/2019,SELL,43.764
Salvidor Galloway,249-242-5317,UFPI,"Universal Forest Products, Inc.",NASDAQ,$1.83B,7/12/2019,BUY,44.4
Staford Freer,281-332-0879*239-720-9346,FOR,Forestar Group Inc,NYSE,$683.54M,3/27/2019,SELL,20.892
Staford Freer,281-332-0879*239-720-9346,FOR,Forestar Group Inc,NYSE,$683.54M,3/28/2019,BUY,21.108
Staford Freer,281-332-0879*239-720-9346,FOR,Forestar Group Inc,NYSE,$683.54M,3/29/2019,SELL,20.748
Staford Freer,281-332-0879*239-720-9346,FOR,Forestar Group Inc,NYSE,$683.54M,4/1/2019,BUY,20.892
Staford Freer,281-332-0879*239-720-9346,FOR,Forestar Group Inc,NYSE,$683.54M,4/2/2019,BUY,20.964
Staford Freer,281-332-0879*239-720-9346,FOR,Forestar Group Inc,NYSE,$683.54M,4/3/2019,BUY,21.732
Staford Freer,281-332-0879*239-720-9346,FOR,Forestar Group Inc,NYSE,$683.54M,4/4/2019,SELL,21.828
Arline Simyson,730-785-7819*319-412-7945,LW,"Lamb Weston Holdings, Inc.",NYSE,$6.58B,7/15/2019,SELL,79.644
Gianni Limpricht,380-586-3835*555-348-1613,TECD,Tech Data Corporation,NASDAQ,$3.67B,4/29/2019,SELL,128.436
Gianni Limpricht,380-586-3835*555-348-1613,TECD,Tech Data Corporation,NASDAQ,$3.67B,4/30/2019,SELL,127.932
Gianni Limpricht,380-586-3835*555-348-1613,TECD,Tech Data Corporation,NASDAQ,$3.67B,5/1/2019,SELL,126.924
Gianni Limpricht,380-586-3835*555-348-1613,TECD,Tech Data Corporation,NASDAQ,$3.67B,5/2/2019,BUY,126.72
Gianni Limpricht,380-586-3835*555-348-1613,TECD,Tech Data Corporation,NASDAQ,$3.67B,5/3/2019,SELL,128.772
Gianni Limpricht,380-586-3835*555-348-1613,TECD,Tech Data Corporation,NASDAQ,$3.67B,5/6/2019,BUY,127.98
Gianni Limpricht,380-586-3835*555-348-1613,TECD,Tech Data Corporation,NASDAQ,$3.67B,5/7/2019,SELL,125.652
Carlina Bardill,668-142-8782*656-179-2000,DBVT,DBV Technologies S.A.,NASDAQ,$1.63B,6/10/2019,SELL,10.776
Carlina Bardill,668-142-8782*656-179-2000,DBVT,DBV Technologies S.A.,NASDAQ,$1.63B,6/11/2019,BUY,10.524
Carlina Bardill,668-142-8782*656-179-2000,DBVT,DBV Technologies S.A.,NASDAQ,$1.63B,6/12/2019,SELL,10.08
Carlina Bardill,668-142-8782*656-179-2000,DBVT,DBV Technologies S.A.,NASDAQ,$1.63B,6/13/2019,SELL,10.032
Carlina Bardill,668-142-8782*656-179-2000,DBVT,DBV Technologies S.A.,NASDAQ,$1.63B,6/14/2019,SELL,9.636
Carlina Bardill,668-142-8782*656-179-2000,DBVT,DBV Technologies S.A.,NASDAQ,$1.63B,6/17/2019,BUY,9.78
Carlina Bardill,668-142-8782*656-179-2000,DBVT,DBV Technologies S.A.,NASDAQ,$1.63B,6/18/2019,BUY,10.14
Carlina Bardill,668-142-8782*656-179-2000,DBVT,DBV Technologies S.A.,NASDAQ,$1.63B,6/19/2019,SELL,10.128
Carlina Bardill,668-142-8782*656-179-2000,DBVT,DBV Technologies S.A.,NASDAQ,$1.63B,6/20/2019,BUY,10.092
Shane Lanceley,129-978-4167*107-173-8489,RNST,Renasant Corporation,NASDAQ,$1.94B,5/6/2019,BUY,44.556
Shane Lanceley,129-978-4167*107-173-8489,RNST,Renasant Corporation,NASDAQ,$1.94B,5/7/2019,BUY,43.896
Shane Lanceley,129-978-4167*107-173-8489,RNST,Renasant Corporation,NASDAQ,$1.94B,5/8/2019,SELL,43.56
Shane Lanceley,129-978-4167*107-173-8489,RNST,Renasant Corporation,NASDAQ,$1.94B,5/9/2019,SELL,43.632
Shane Lanceley,129-978-4167*107-173-8489,RNST,Renasant Corporation,NASDAQ,$1.94B,5/10/2019,BUY,43.764
Kania Wiffen,295-148-1272,HBIO,"Harvard Bioscience, Inc.",NASDAQ,$86.55M,3/27/2019,SELL,5.004
Kania Wiffen,295-148-1272,HBIO,"Harvard Bioscience, Inc.",NASDAQ,$86.55M,3/28/2019,BUY,5.256
Kania Wiffen,295-148-1272,HBIO,"Harvard Bioscience, Inc.",NASDAQ,$86.55M,3/29/2019,BUY,5.172
Glen Snary,364-918-9523,SCON,Superconductor Technologies Inc.,NASDAQ,$17.48M,6/17/2019,SELL,0.924
Glen Snary,364-918-9523,SCON,Superconductor Technologies Inc.,NASDAQ,$17.48M,6/18/2019,BUY,0.9
Glen Snary,364-918-9523,SCON,Superconductor Technologies Inc.,NASDAQ,$17.48M,6/19/2019,SELL,0.864
Glen Snary,364-918-9523,SCON,Superconductor Technologies Inc.,NASDAQ,$17.48M,6/20/2019,BUY,0.9
Glen Snary,364-918-9523,SCON,Superconductor Technologies Inc.,NASDAQ,$17.48M,6/21/2019,SELL,0.9
Jourdan Arnke,801-554-9412*939-825-5195,TREC,Trecora Resources,NYSE,$276.48M,5/20/2019,SELL,11.976
Jourdan Arnke,801-554-9412*939-825-5195,TREC,Trecora Resources,NYSE,$276.48M,5/21/2019,BUY,12.024
Jourdan Arnke,801-554-9412*939-825-5195,TREC,Trecora Resources,NYSE,$276.48M,5/22/2019,BUY,11.604
Jourdan Arnke,801-554-9412*939-825-5195,TREC,Trecora Resources,NYSE,$276.48M,5/23/2019,SELL,11.448
Jourdan Arnke,801-554-9412*939-825-5195,TREC,Trecora Resources,NYSE,$276.48M,5/24/2019,BUY,11.772
Jeanne Hibling,173-678-6172*539-119-6903,CIVB,"Civista Bancshares, Inc. ",NASDAQ,$204.1M,2/25/2019,BUY,24.72
Jeanne Hibling,173-678-6172*539-119-6903,CIVB,"Civista Bancshares, Inc. ",NASDAQ,$204.1M,2/26/2019,SELL,24.78
Jeanne Hibling,173-678-6172*539-119-6903,CIVB,"Civista Bancshares, Inc. ",NASDAQ,$204.1M,2/27/2019,BUY,25.38
Jeanne Hibling,173-678-6172*539-119-6903,CIVB,"Civista Bancshares, Inc. ",NASDAQ,$204.1M,2/28/2019,SELL,25.596
Jeanne Hibling,173-678-6172*539-119-6903,CIVB,"Civista Bancshares, Inc. ",NASDAQ,$204.1M,3/1/2019,BUY,25.848
Jeanne Hibling,173-678-6172*539-119-6903,CIVB,"Civista Bancshares, Inc. ",NASDAQ,$204.1M,3/4/2019,BUY,25.944
Jeanne Hibling,173-678-6172*539-119-6903,CIVB,"Civista Bancshares, Inc. ",NASDAQ,$204.1M,3/5/2019,BUY,25.872
Tamqrah Kite,718-560-9706*591-227-2662,FFG,"FBL Financial Group, Inc.",NYSE,$1.6B,2/15/2019,SELL,83.616
Tamqrah Kite,718-560-9706*591-227-2662,FFG,"FBL Financial Group, Inc.",NYSE,$1.6B,2/19/2019,BUY,83.808
Tamqrah Kite,718-560-9706*591-227-2662,FFG,"FBL Financial Group, Inc.",NYSE,$1.6B,2/20/2019,SELL,85.656
Tamqrah Kite,718-560-9706*591-227-2662,FFG,"FBL Financial Group, Inc.",NYSE,$1.6B,2/21/2019,BUY,84
Tamqrah Kite,718-560-9706*591-227-2662,FFG,"FBL Financial Group, Inc.",NYSE,$1.6B,2/22/2019,BUY,84.588
Mechelle Fowden,973-178-1918*859-980-4596,SCS,Steelcase Inc.,NYSE,$1.99B,4/29/2019,BUY,20.544
Mechelle Fowden,973-178-1918*859-980-4596,SCS,Steelcase Inc.,NYSE,$1.99B,4/30/2019,BUY,20.748
Mechelle Fowden,973-178-1918*859-980-4596,SCS,Steelcase Inc.,NYSE,$1.99B,5/1/2019,SELL,20.496
Mechelle Fowden,973-178-1918*859-980-4596,SCS,Steelcase Inc.,NYSE,$1.99B,5/2/2019,SELL,20.616
Mechelle Fowden,973-178-1918*859-980-4596,SCS,Steelcase Inc.,NYSE,$1.99B,5/3/2019,SELL,21.228
Mechelle Fowden,973-178-1918*859-980-4596,SCS,Steelcase Inc.,NYSE,$1.99B,5/6/2019,BUY,21.108
Selma Docksey,729-612-8884,CRUS,"Cirrus Logic, Inc.",NASDAQ,$3.99B,6/24/2019,SELL,49.944
Selma Docksey,729-612-8884,CRUS,"Cirrus Logic, Inc.",NASDAQ,$3.99B,6/25/2019,BUY,48.936
Selma Docksey,729-612-8884,CRUS,"Cirrus Logic, Inc.",NASDAQ,$3.99B,6/26/2019,BUY,50.616
Selma Docksey,729-612-8884,CRUS,"Cirrus Logic, Inc.",NASDAQ,$3.99B,6/27/2019,BUY,51.972
Selma Docksey,729-612-8884,CRUS,"Cirrus Logic, Inc.",NASDAQ,$3.99B,6/28/2019,BUY,52.44
Bree Eddolls,146-455-6599*427-971-3489,FOXA,"Twenty-First Century Fox, Inc.",NASDAQ,$33.51B,3/4/2019,SELL,60.768
Bree Eddolls,146-455-6599*427-971-3489,FOXA,"Twenty-First Century Fox, Inc.",NASDAQ,$33.51B,3/5/2019,BUY,60.66
Bree Eddolls,146-455-6599*427-971-3489,FOXA,"Twenty-First Century Fox, Inc.",NASDAQ,$33.51B,3/6/2019,BUY,60.768
Bree Eddolls,146-455-6599*427-971-3489,FOXA,"Twenty-First Century Fox, Inc.",NASDAQ,$33.51B,3/7/2019,SELL,60.708
Bree Eddolls,146-455-6599*427-971-3489,FOXA,"Twenty-First Century Fox, Inc.",NASDAQ,$33.51B,3/8/2019,BUY,60.54
Bree Eddolls,146-455-6599*427-971-3489,FOXA,"Twenty-First Century Fox, Inc.",NASDAQ,$33.51B,3/11/2019,BUY,60.636
Bree Eddolls,146-455-6599*427-971-3489,FOXA,"Twenty-First Century Fox, Inc.",NASDAQ,$33.51B,3/12/2019,SELL,45.6
Nariko Whitter,735-669-0627*510-134-2170,ESRT,"Empire State Realty Trust, Inc.",NYSE,$6.7B,3/11/2019,SELL,18.96
Nariko Whitter,735-669-0627*510-134-2170,ESRT,"Empire State Realty Trust, Inc.",NYSE,$6.7B,3/12/2019,BUY,19.236
Nariko Whitter,735-669-0627*510-134-2170,ESRT,"Empire State Realty Trust, Inc.",NYSE,$6.7B,3/13/2019,SELL,19.368
Nariko Whitter,735-669-0627*510-134-2170,ESRT,"Empire State Realty Trust, Inc.",NYSE,$6.7B,3/14/2019,BUY,19.284
Nariko Whitter,735-669-0627*510-134-2170,ESRT,"Empire State Realty Trust, Inc.",NYSE,$6.7B,3/15/2019,SELL,19.26
Nariko Whitter,735-669-0627*510-134-2170,ESRT,"Empire State Realty Trust, Inc.",NYSE,$6.7B,3/18/2019,SELL,19.188
Regina Chaundy,598-999-7094*728-521-4473,KEY,KeyCorp,NYSE,$20.32B,6/21/2019,SELL,20.46
Regina Chaundy,598-999-7094*728-521-4473,KEY,KeyCorp,NYSE,$20.32B,6/24/2019,SELL,20.52
Regina Chaundy,598-999-7094*728-521-4473,KEY,KeyCorp,NYSE,$20.32B,6/25/2019,SELL,20.436
Regina Chaundy,598-999-7094*728-521-4473,KEY,KeyCorp,NYSE,$20.32B,6/26/2019,SELL,20.604
Regina Chaundy,598-999-7094*728-521-4473,KEY,KeyCorp,NYSE,$20.32B,6/27/2019,BUY,20.808
Regina Chaundy,598-999-7094*728-521-4473,KEY,KeyCorp,NYSE,$20.32B,6/28/2019,BUY,21.3
Allsun Beiderbeck,447-134-5074*578-129-3266,G,Genpact Limited,NYSE,$5.21B,3/27/2019,SELL,41.46
Allsun Beiderbeck,447-134-5074*578-129-3266,G,Genpact Limited,NYSE,$5.21B,3/28/2019,SELL,42.036
Allsun Beiderbeck,447-134-5074*578-129-3266,G,Genpact Limited,NYSE,$5.21B,3/29/2019,SELL,42.216
Moritz Wheildon,199-853-3000*717-597-1655,KMT,Kennametal Inc.,NYSE,$3.27B,1/23/2019,SELL,42.816
Moritz Wheildon,199-853-3000*717-597-1655,KMT,Kennametal Inc.,NYSE,$3.27B,1/24/2019,SELL,43.476
Moritz Wheildon,199-853-3000*717-597-1655,KMT,Kennametal Inc.,NYSE,$3.27B,1/25/2019,BUY,44.94
Buiron Pogg,310-344-7006,TEAM,Atlassian Corporation Plc,NASDAQ,$7.84B,6/17/2019,BUY,156.78
Buiron Pogg,310-344-7006,TEAM,Atlassian Corporation Plc,NASDAQ,$7.84B,6/18/2019,SELL,155.46
Buiron Pogg,310-344-7006,TEAM,Atlassian Corporation Plc,NASDAQ,$7.84B,6/19/2019,BUY,159.324
Buiron Pogg,310-344-7006,TEAM,Atlassian Corporation Plc,NASDAQ,$7.84B,6/20/2019,SELL,162.06
Buiron Pogg,310-344-7006,TEAM,Atlassian Corporation Plc,NASDAQ,$7.84B,6/21/2019,SELL,159.444
Gavin Revening,605-789-6095*714-297-7255,EQS,"Equus Total Return, Inc.",NYSE,$30.96M,2/7/2019,BUY,2.316
Gavin Revening,605-789-6095*714-297-7255,EQS,"Equus Total Return, Inc.",NYSE,$30.96M,2/8/2019,BUY,2.268
Gavin Revening,605-789-6095*714-297-7255,EQS,"Equus Total Return, Inc.",NYSE,$30.96M,2/11/2019,BUY,2.316
Gavin Revening,605-789-6095*714-297-7255,EQS,"Equus Total Return, Inc.",NYSE,$30.96M,2/12/2019,BUY,2.304
Gavin Revening,605-789-6095*714-297-7255,EQS,"Equus Total Return, Inc.",NYSE,$30.96M,2/13/2019,BUY,2.292
Grethel Woolgar,890-456-2223*606-485-1774,CTLT,"Catalent, Inc.",NYSE,$4.61B,6/24/2019,BUY,63.24
Grethel Woolgar,890-456-2223*606-485-1774,CTLT,"Catalent, Inc.",NYSE,$4.61B,6/25/2019,SELL,63.792
Grethel Woolgar,890-456-2223*606-485-1774,CTLT,"Catalent, Inc.",NYSE,$4.61B,6/26/2019,SELL,63.564
Grethel Woolgar,890-456-2223*606-485-1774,CTLT,"Catalent, Inc.",NYSE,$4.61B,6/27/2019,SELL,64.524
Grethel Woolgar,890-456-2223*606-485-1774,CTLT,"Catalent, Inc.",NYSE,$4.61B,6/28/2019,BUY,65.052
Grethel Woolgar,890-456-2223*606-485-1774,CTLT,"Catalent, Inc.",NYSE,$4.61B,7/1/2019,SELL,65.652
Tiebout Eisikovitsh,962-168-0053*328-799-9136,CNK,Cinemark Holdings Inc,NYSE,$4.82B,4/4/2019,BUY,47.892
Tiebout Eisikovitsh,962-168-0053*328-799-9136,CNK,Cinemark Holdings Inc,NYSE,$4.82B,4/5/2019,BUY,48.024
Tiebout Eisikovitsh,962-168-0053*328-799-9136,CNK,Cinemark Holdings Inc,NYSE,$4.82B,4/8/2019,BUY,48.852
Selia Milbank,865-843-4207*237-265-8376,DBD,Diebold Nixdorf Incorporated,NYSE,$2.01B,5/7/2019,BUY,13.2
Selia Milbank,865-843-4207*237-265-8376,DBD,Diebold Nixdorf Incorporated,NYSE,$2.01B,5/8/2019,BUY,13.116
Selia Milbank,865-843-4207*237-265-8376,DBD,Diebold Nixdorf Incorporated,NYSE,$2.01B,5/9/2019,BUY,13.02
Selia Milbank,865-843-4207*237-265-8376,DBD,Diebold Nixdorf Incorporated,NYSE,$2.01B,5/10/2019,BUY,12.672
Selia Milbank,865-843-4207*237-265-8376,DBD,Diebold Nixdorf Incorporated,NYSE,$2.01B,5/13/2019,BUY,11.664
Selia Milbank,865-843-4207*237-265-8376,DBD,Diebold Nixdorf Incorporated,NYSE,$2.01B,5/14/2019,BUY,12.168
Selia Milbank,865-843-4207*237-265-8376,DBD,Diebold Nixdorf Incorporated,NYSE,$2.01B,5/15/2019,BUY,12.216
Selia Milbank,865-843-4207*237-265-8376,DBD,Diebold Nixdorf Incorporated,NYSE,$2.01B,5/16/2019,BUY,11.952
Ossie Northen,515-371-0662,SELB,"Selecta Biosciences, Inc.",NASDAQ,$330.28M,3/4/2019,SELL,2.412
Ossie Northen,515-371-0662,SELB,"Selecta Biosciences, Inc.",NASDAQ,$330.28M,3/5/2019,SELL,2.508
